"year"|"conflictid_old"|"conflictid_new"|"actor"|"actorid"|"actorid_new"|"actor_type"|"incomp"|"region"|"gwnoloc"|"gwnoloc2"|"gwnoloc3"|"gwnoloc4"|"conflictyear"|"interm"|"postc"|"state_prev"|"ai_prev"|"hrw_prev"|"form"|"country"|"conflict_type"
1993|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|24|222|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1989|24|222|"CPB"|1023|182|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|24|222|"CPB"|1023|182|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|24|222|"CPB"|1023|182|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|24|222|"CPB"|1023|182|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1993|24|222|"CPB"|1023|182|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1991|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1992|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|24|222|"ABSDF"|1026|185|3|2|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|2|0|0|"1"|"Myanmar"|"intra"
1992|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|2|1|0|"1"|"Myanmar"|"intra"
1993|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|25|223|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1992|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1994|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1995|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|25|223|"ARIF"|1028|186|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1992|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|25|223|"RSO"|1029|187|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1991|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1993|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|1|0|"1"|"Myanmar"|"intra"
1994|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1995|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1997|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2000|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2001|26|224|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1991|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1993|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1994|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1995|26|224|"NMSP"|1032|190|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1997|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2000|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2001|26|224|"BMA"|1033|191|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1991|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1992|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
1993|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1994|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1995|29|227|"India"|750|141|1|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1996|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1998|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2000|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2002|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2003|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
2004|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2005|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2006|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|1|"1, 7"|"India"|"intra"
2007|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|1|0|"7"|"India"|"intra"
2008|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2009|29|227|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2010|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|0|1|0|"7"|"India"|"intra"
2011|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|2|"1, 7"|"India"|"intra"
2012|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2013|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|0|NA|0|"-99"|"India"|"intra"
2014|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2015|29|227|"Government of India"|750|141|1|2|3|750|0|0|0|1|0|0|0|1|0|"1"|"India"|"intra"
1990|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1991|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1992|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1993|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1994|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1995|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1996|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1998|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2000|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2002|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2003|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
2004|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2005|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2006|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2007|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2008|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2009|29|227|"PWG"|1035|193|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
1992|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1993|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1994|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1995|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1996|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1998|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2000|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2002|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2003|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
2004|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2005|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2006|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2007|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2008|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2009|29|227|"MCC"|1036|194|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2005|29|227|"CPI–M"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2006|29|227|"CPI–M"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2007|29|227|"CPI–M"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2008|29|227|"CPI–M"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2009|29|227|"CPI–M"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2010|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2011|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2012|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2013|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|0|NA|0|"-99"|"India"|"intra"
2014|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2015|29|227|"CPI-Maoist"|1037|195|3|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2000|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|0|0|0|0|0|0|"-99"|"India"|"intra"
2002|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2003|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|0|0|1|0|0|NA|"-99"|"India"|"intra"
2004|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2005|29|227|"CPI-ML-J"|3946|3946|3|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2009|33|230|"Yemen"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen"|"intra"
2010|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2011|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2012|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2013|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|NA|0|"-99"|"Yemen (North Yemen)"|"intra"
2014|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2015|33|230|"Government of Yemen (North Yemen)"|678|123|1|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2009|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen"|"intra"
2010|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2011|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2012|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2013|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|NA|0|"-99"|"Yemen (North Yemen)"|"intra"
2014|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2015|33|230|"AQAP"|1747|881|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2014|33|230|"Ansarallah"|1976|1091|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
2015|33|230|"Ansarallah"|1976|1091|3|2|2|678|0|0|0|1|0|0|0|1|0|"7"|"Yemen (North Yemen)"|"intra"
2015|33|230|"Forces of Hadi"|6254|6254|3|2|2|678|0|0|0|1|0|0|0|0|0|"-99"|"Yemen (North Yemen)"|"intra"
1989|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1990|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1991|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1992|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1994|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1995|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|34|231|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2011|34|231|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|1|0|0|3|1|2|"1, 2, 7"|"Myanmar (Burma)"|"intra"
2012|34|231|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|1|0|0|3|0|0|"1"|"Myanmar (Burma)"|"intra"
2013|34|231|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|1|0|0|1|0|0|"1"|"Myanmar (Burma)"|"intra"
2014|34|231|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|1|0|0|2|0|0|"1"|"Myanmar (Burma)"|"intra"
2015|34|231|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|1|0|0|2|0|0|"1"|"Myanmar (Burma)"|"intra"
1989|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1990|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1991|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1992|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1994|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1995|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1996|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1997|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2011|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
2012|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
2013|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
2014|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
2015|34|231|"KIO"|1043|201|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
1989|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|0|0|NA|"-99"|"Guatemala"|"intra"
1990|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|0|0|NA|"-99"|"Guatemala"|"intra"
1991|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|0|0|1|"7"|"Guatemala"|"intra"
1992|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1993|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|1|0|0|"1"|"Guatemala"|"intra"
1994|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|1|1|0|"1"|"Guatemala"|"intra"
1995|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|1|0|0|1|0|0|"7"|"Guatemala"|"intra"
1996|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|0|0|1|1|0|0|"7"|"Guatemala"|"intra"
1997|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1998|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1999|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
2000|36|233|"Guatemala"|90|11|1|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1989|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1990|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1991|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1992|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1993|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1994|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1995|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|1|0|0|0|0|0|"-99"|"Guatemala"|"intra"
1996|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1997|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1998|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1999|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
2000|36|233|"URNG"|1593|732|3|2|5|90|0|0|0|0|0|1|0|0|0|"-99"|"Guatemala"|"intra"
1989|37|234|"Israel"|666|121|1|1|2|666|0|0|0|1|0|0|0|0|0|"-99"|"Israel"|"intra"
