year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form|country
1991|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1992|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|1|0|0|0|0|-99|Myanmar
1993|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|1|0|0|0|0|-99|Myanmar
1994|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1995|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1996|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1997|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1998|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1999|25|223|RSO|1029|187|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1990|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1991|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1992|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1993|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|1|0|1|Myanmar
1994|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1995|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1996|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1997|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1998|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1999|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2000|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2001|26|224|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1990|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1991|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1992|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1993|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1994|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1995|26|224|NMSP|1032|190|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1996|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1997|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1998|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1999|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2000|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2001|26|224|BMA|1033|191|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1990|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1991|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1992|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|0|1|India
1993|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1995|29|227|India|750|141|1|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1996|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1998|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2002|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2003|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2006|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|1|1, 7|India
2007|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|1|0|7|India
2008|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|29|227|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|0|1|India
2010|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|1|0|7|India
2011|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|2|1, 7|India
2012|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|0|1|India
2013|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|NA|0|-99|India
2014|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2015|29|227|Government of India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|1|0|1|India
1990|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1991|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1992|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1993|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1995|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1996|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1998|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2002|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2003|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2006|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2007|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2008|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2009|29|227|PWG|1035|193|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
1992|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1993|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1995|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1996|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|1|0|0|0|0|-99|India
1998|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2002|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2003|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2006|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2007|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2008|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2009|29|227|MCC|1036|194|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2005|29|227|CPI–M|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2006|29|227|CPI–M|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|29|227|CPI–M|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2008|29|227|CPI–M|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|29|227|CPI–M|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2011|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2012|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2013|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|0|NA|0|-99|India
2014|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2015|29|227|CPI-Maoist|1037|195|3|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2000|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|0|0|0|0|0|0|-99|India
2002|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2003|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|0|0|1|0|0|NA|-99|India
2004|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2005|29|227|CPI-ML-J|3946|3946|3|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
2009|33|230|Yemen|678|123|1|3|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen
2010|33|230|Government of Yemen (North Yemen)|678|123|1|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2011|33|230|Government of Yemen (North Yemen)|678|123|1|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2012|33|230|Government of Yemen (North Yemen)|678|123|1|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2013|33|230|Government of Yemen (North Yemen)|678|123|1|4|2|2|678|0|0|0|1|0|0|0|NA|0|-99|Yemen (North Yemen)
2014|33|230|Government of Yemen (North Yemen)|678|123|1|3|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2015|33|230|Government of Yemen (North Yemen)|678|123|1|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2009|33|230|AQAP|1747|881|3|3|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen
2010|33|230|AQAP|1747|881|3|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2011|33|230|AQAP|1747|881|3|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2012|33|230|AQAP|1747|881|3|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2013|33|230|AQAP|1747|881|3|4|2|2|678|0|0|0|1|0|0|0|NA|0|-99|Yemen (North Yemen)
2014|33|230|AQAP|1747|881|3|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2015|33|230|AQAP|1747|881|3|3|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2014|33|230|Ansarallah|1976|1091|3|3|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
2015|33|230|Ansarallah|1976|1091|3|3|2|2|678|0|0|0|1|0|0|0|1|0|7|Yemen (North Yemen)
2015|33|230|Forces of Hadi|6254|6254|3|4|2|2|678|0|0|0|1|0|0|0|0|0|-99|Yemen (North Yemen)
1989|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1990|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1991|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1992|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1993|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1994|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1995|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1996|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1997|34|231|Myanmar|775|144|1|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2011|34|231|Government of Myanmar (Burma)|775|144|1|3|1|3|775|0|0|0|1|0|0|3|1|2|1, 2, 7|Myanmar (Burma)
2012|34|231|Government of Myanmar (Burma)|775|144|1|3|1|3|775|0|0|0|1|0|0|3|0|0|1|Myanmar (Burma)
2013|34|231|Government of Myanmar (Burma)|775|144|1|3|1|3|775|0|0|0|1|0|0|1|0|0|1|Myanmar (Burma)
2014|34|231|Government of Myanmar (Burma)|775|144|1|3|1|3|775|0|0|0|1|0|0|2|0|0|1|Myanmar (Burma)
2015|34|231|Government of Myanmar (Burma)|775|144|1|3|1|3|775|0|0|0|1|0|0|2|0|0|1|Myanmar (Burma)
1989|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1990|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1991|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1992|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar
1993|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1994|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1995|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1996|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
1997|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|0|0|1|0|0|0|-99|Myanmar
2011|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar (Burma)
2012|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar (Burma)
2013|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar (Burma)
2014|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar (Burma)
2015|34|231|KIO|1043|201|3|3|1|3|775|0|0|0|1|0|0|0|0|0|-99|Myanmar (Burma)
1989|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|0|0|NA|-99|Guatemala
1990|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|0|0|NA|-99|Guatemala
1991|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|0|0|1|7|Guatemala
1992|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1993|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|1|0|0|1|Guatemala
1994|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|1|1|0|1|Guatemala
1995|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|1|0|0|1|0|0|7|Guatemala
1996|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|0|0|1|1|0|0|7|Guatemala
1997|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1998|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1999|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
2000|36|233|Guatemala|90|11|1|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1989|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1990|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1991|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1992|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1993|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1994|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1995|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|1|0|0|0|0|0|-99|Guatemala
1996|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1997|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1998|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1999|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
2000|36|233|URNG|1593|732|3|3|2|5|90|0|0|0|0|0|1|0|0|0|-99|Guatemala
1989|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1990|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1991|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|1|0|7|Israel
1992|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|1|7|Israel
1993|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|1|1|7|Israel
1994|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1995|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1996|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1997|37|234|Israel|666|121|1|3|1|2|666|0|0|0|0|1|0|0|0|0|-99|Israel
1998|37|234|Israel|666|121|1|3|1|2|666|0|0|0|0|1|0|0|0|0|-99|Israel
1999|37|234|Israel|666|121|1|3|1|2|666|0|0|0|0|1|0|0|0|0|-99|Israel
2000|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|1|0|7|Israel
2001|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2002|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2003|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|NA|-99|Israel
2004|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2005|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2006|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2007|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2008|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2009|37|234|Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2010|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|2|1|0|1, 7|Israel
2011|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2012|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2013|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|0|1|0|1|NA|0|7|Israel
2014|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2015|37|234|Government of Israel|666|121|1|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1989|37|234|PLO|1046|204|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1990|37|234|PLO|1046|204|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1991|37|234|PLO|1046|204|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1992|37|234|PLO|1046|204|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1993|37|234|PLO|1046|204|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1989|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1990|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1991|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1992|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1993|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1994|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2001|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2002|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2003|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|NA|-99|Israel
2004|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2005|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2006|37|234|PFLP|1047|205|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1989|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1990|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1991|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1992|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1993|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1994|37|234|PFLP–GC|1048|206|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1990|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1991|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1992|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1993|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1994|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1995|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1996|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1997|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2000|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2001|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2002|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2003|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|1|0|0|0|NA|-99|Israel
2004|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|1|0|0|0|0|-99|Israel
2005|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2006|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2007|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2008|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2009|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2010|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2011|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2012|37|234|Fatah|1049|207|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1995|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
1996|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1997|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1998|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
1999|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2000|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|0|0|1|0|0|0|-99|Israel
2001|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2002|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
2003|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|1|0|0|0|0|NA|-99|Israel
2004|37|234|PIJ|1050|208|3|3|1|2|666|0|0|0|1|0|0|0|0|0|-99|Israel
