year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
2005|10|209|Manila Crusaders for Peace and Democracy|8155|8155|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2006|10|209|Manila Crusaders for Peace and Democracy|8155|8155|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2007|10|209|Manila Crusaders for Peace and Democracy|8155|8155|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2008|10|209|Manila Crusaders for Peace and Democracy|8155|8155|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2009|10|209|Manila Crusaders for Peace and Democracy|8155|8155|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1989|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1990|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1991|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1992|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1993|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1994|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1995|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1996|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|0|1|0|0|0|0|-99
1997|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1998|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|0|1|0|0|0|0|-99
1999|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2000|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2001|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2002|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2003|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2004|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2005|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2006|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2007|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2008|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
2009|10|209|National Alliance for Democracy|8159|8159|6|3|2|3|Philippines|840|0|0|0|1|0|0|0|0|0|-99
1989|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
1990|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
1991|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1992|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1993|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1994|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1995|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1996|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1997|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1998|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1999|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2000|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2001|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2002|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2003|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
2004|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2005|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2006|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2007|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2008|20|218|India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2014|20|218|Government of India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2015|20|218|Government of India|750|141|1|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1989|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
1990|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
1991|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1992|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1993|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1994|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1995|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|1|0|0|0|0|-99
1996|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1997|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1998|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1999|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2000|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2001|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2002|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2003|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|-99|-99
2004|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2005|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2006|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2007|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2008|20|218|Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|0|0|1|0|0|0|-99
2014|20|218|Government of Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
2015|20|218|Government of Pakistan|770|142|3|2|1|3|India, Pakistan|750|770|0|0|1|0|0|0|0|0|-99
1989|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|1|0|0|0|0|-99|-99
1990|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1991|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|0|-99
1992|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1993|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1994|22|220|Paraguay|150|24|1|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1989|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|1|0|0|0|0|-99|-99
1990|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1991|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|0|-99
1992|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1993|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1994|22|220|Military Faction (forces of Andres Rodriguez)|1585|724|3|3|2|5|Paraguay|150|0|0|0|0|0|1|0|0|-99|-99
1989|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1990|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|1|0|1
1993|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1995|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1996|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1997|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1998|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|1|0|1
1999|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|1|0|0|1
2000|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2001|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2002|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2003|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2004|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|1|0|0|1
2005|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2006|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2007|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2008|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|1|1
2009|23|221|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2010|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|2|0|0|1
2011|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|3|0|0|1
2012|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|0|1|0|3|0|0|1
2013|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|1|0|0|1
2014|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|2|0|0|1
2015|23|221|Government of Myanmar (Burma)|775|144|1|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|2|0|0|1
1989|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1990|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1993|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1995|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1996|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1997|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1998|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1999|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
2000|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2001|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2002|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2003|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2004|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|0|1|0|1|0|0|1
2005|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|1|0|0|1
2006|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2007|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2008|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2009|23|221|KNU|1021|180|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2010|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|0|0|0|-99
2011|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|0|0|0|-99
2012|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
2013|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
2014|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
2015|23|221|KNU|1021|180|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
2000|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2001|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2002|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2003|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2004|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2005|23|221|God's army|1022|181|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1994|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1995|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1996|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1997|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1998|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1999|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
2000|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2001|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2002|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2003|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2004|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
2005|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2006|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2007|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2008|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2009|23|221|Democratic Karen Buddhist Army|1646|785|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
2010|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|0|0|0|-99
2011|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|0|0|0|-99
2012|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|1|0|0|0|0|-99
2013|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|1|0|0|0|0|0|-99
2014|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
2015|23|221|DKBA 5|1992|1107|3|3|1|3|Myanmar (Burma)|775|0|0|0|0|0|1|0|0|0|-99
1989|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1990|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1993|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|24|222|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1989|24|222|CPB|1023|182|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1990|24|222|CPB|1023|182|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1991|24|222|CPB|1023|182|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1992|24|222|CPB|1023|182|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1993|24|222|CPB|1023|182|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1990|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1993|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|24|222|ABSDF|1026|185|3|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1993|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|24|222|Union Solidarity and Development Association|8178|8178|6|3|2|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1991|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|2|0|0|1
1992|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|2|1|0|1
1993|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|25|223|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1991|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1993|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1994|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1995|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|25|223|ARIF|1028|186|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1991|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1993|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|25|223|RSO|1029|187|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1991|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1992|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1993|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|1|0|0|0|0|-99
1994|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1995|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1997|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|25|223|People's Militia|8163|8163|6|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1990|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1992|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1993|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|1|0|1
1994|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1995|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1996|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1997|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1998|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1999|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2000|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
2001|26|224|Myanmar|775|144|1|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
1990|26|224|NMSP|1032|190|3|3|1|3|Myanmar|775|0|0|0|1|0|0|0|0|0|-99
1991|26|224|NMSP|1032|190|3|3|1|3|Myanmar|775|0|0|0|0|0|1|0|0|0|-99
